,title,userName,date,developerResponse,rating,review,isEdited
689,ام تالا,الورد الأبيض ١,2019-06-26 02:46:40,,5,جميل ورائع وجودة ممتازة,False
690,المملكة العربية السعودية,dhfkb4962,2019-06-21 14:15:36,"{'id': 9465485, 'body': 'مرحباً, نرجو منكم تزويدنا برقم طلبيتكم عبر المحادثة المباشرة حتى نتمكن من التحقق و المساعدة على أكمل وجه و شكراً', 'modified': '2019-07-02T15:32:33Z'}",5,بعض الطلبات تضيع و يرجعونها عندهم وانسى ان الفلوس ترجع لك الا بمشتريات عن طريقهم,False
691,تقييم نمشي,أغسطس,2019-06-19 06:23:16,,5,من المواقع الممتازة والسريعة بس ياليت يصير الشحن بإختيار العميل لأن شركة الشحن تختلف من المدن عن القرى وشكراً,False
692,رسيل,رسيل العجلان,2019-06-20 04:12:49,,2,تتأخرون لتوفرون الشيء النافذ وهذا سيء جداً,False
693,لتلبان,Aboaleen2016,2019-05-26 22:41:23,,5,احب نمشي لي خمس سنوات معه,False
694,التطبيق متعطل,AmnahM,2019-06-18 11:04:03,,2,احنا في امريكا التطبيق متعطل عندنا أغلب البراندات لما ندخل عليها يكتب لنا ان مافيه منتجات نبي نطل من سوارفسكي نبي من بورجوا ونيكس ابداً مايطلع شي رجاءً صلحوا العطل الي فيه وشكراً,False
695,الرياض الحكم المستنصر,رحيل العنزي,2019-06-02 12:39:09,"{'id': 9480687, 'body': 'مرحباً, نرجو منكم الاطلاع على الرابط https://bit.ly/2eFzGb7 و شكراً', 'modified': '2019-07-03T11:56:52Z'}",1,ابي استبدل منتج تعبت وانا ادور كيف اقدر استبدله,False
696,❤️❤️❤️,شوشا العسيري,2019-05-10 02:27:50,,3,قد اخذت منكم فستان يجنن وقماش وخامته حلو من سنه تقريبا وغيرها واجد لكن مادري لحين تغيرتو ولالا لاني قدني مده ماطلبت منكم,False
697,غير راضي,حمد11,2019-05-25 17:16:25,"{'id': 9480911, 'body': 'مرحباً, نرجو منكم تزويدنا برقم طلبيتكم حتى نتمكن من التحقق والمساعدة على أكمل وجه و شكراً', 'modified': '2019-07-03T12:06:48Z'}",1,لم تصل الطلبية كاملة وتاخرت في الوصول,False
698,المملكة العربية السعودية جده,ام بدر العمر,2019-05-25 02:00:31,,1,"لا يوجد ثياب ( جلابيات ) نسائية طويلة و محتشمة و لا يوجد الوان على الموضة مثل الأخضر الحشيشي و الأصفر .  و لقيتها في تطبيقات أخرى و اسعارها أفضل بكثير 
من جمال الثياب و اسعارها و جودتها اطلبها من غير تفكير بصراحة لم تناسبني موديلاتكم و لا تناسب عاداتنا 
شكراً على الاهتمام 🌹",False
699,البضاعه,♕ حروف كيبوردية ♕,2019-05-17 02:06:27,,2,احتذفت سلتي والسبب لا اعرف ، اتمنى ما تختفي واتمنى سرعة التوصيل .,False
700,الموقع جميل مررره لاكان الاسعار غاليه مرره عشان كذا نقصت نجمه,مطريه,2019-04-22 19:32:02,"{'id': 8358668, 'body': 'هلا اختي يوفر نمشي منتجات أصلية 100% بأسعار مطابقة للسوق المحلي ناهيك عن خدمة التوصيل مجانا والاستبدال خلال 14 يوم  و  يمكنك الاشتراك بنشرة نمشي الاخبارية لتصلك افضل العروض و قسائم التخفيض على بريدك الالكتروني و شكرا', 'modified': '2019-04-24T21:52:43Z'}",4,❤️,False
701,ممككحممنممم,heba sihan,2019-04-16 06:43:51,,5,"ًًى

ىممنششضش
ءىىء
___'ممشنتتاااتاتات",False
702,رائع وجميل,&faisal&,2019-04-12 05:31:39,"{'id': 8199057, 'body': 'شكرا لك هدفنا دائما رضاك 💜💜', 'modified': '2019-04-14T13:49:04Z'}",5,شيء جميل ورائع ان تجد كل ماتبحث عنه,False
703,يلبي احتياجاتك,zbo6_alng3h,2019-04-07 18:45:14,"{'id': 8152821, 'body': 'هذه شهادة نعتز بها من عميلة رائعة ❤️❤️', 'modified': '2019-04-10T12:59:57Z'}",5,تطبيق يغنيك عن الكثير من الوقت والتسوق فقط بضغطة زر,False
704,المتجر رائع,Kik 506,2019-03-30 08:06:08,,5,تخفيض الكوبونات ممتاز,False
705,السعوديه الخبر,هدى الدوسري,2019-03-28 19:07:52,,5,يعجبني نمششي بكل تفاصيله وذوقه الرفيع راحه ثقه اعجاب حب حب الأكيييد بلا منازع😍❤️👍🏻👌🏼👏🏻,False
706,افضل برنامج للتسوق,bayanq1,2019-03-19 17:16:29,,5,اصليه وتوصيل سريع لدرجه مايكمل كم يوم,False
707,رسالتي,B.s232,2019-03-18 21:27:50,,5,من افضل المتاجر  في التعامل,False
708,شكر وتقدير,Mr.Halawah,2019-03-16 13:15:06,,5,من جد شكراً على المجهود الرائع المنظم المثقف 👍🌹,False
709,موقع كاذب,NN.AA,2019-03-17 16:56:14,"{'id': 7783180, 'body': 'مرحباً, نرجو منكم قبول بالغ اعتذاؤنا على أي اشكالية أو ازعاج كما نرجو منكم تزويدنا برموز المنتجات المطلوبة حتى نتمكن من التحقق مساعدتكم على أكمل وجه و يمكنكم كذلك التواصل مع مركز الخدمة عبر الرابط https://bit.ly/2FmnZWd شكراً', 'modified': '2019-03-18T10:51:21Z'}",1,افشل موقع شفتة بحياتي وكلة كذب بكذب لان توصيلهم ومنتجاتهم فقط لدول الخليج اني شفت نهى نبيل كالت منتجاتي كلها تحصلوها بموقع نمشي وتوصيل لكل العالم لكن اجيت نزلت الابليكيشن وانصدمت انه بضائع ومنتجات للعالم تختلف عن دول الخليج واصلاً ماعدهم منتجات نهى نبيل ولا يوصلوها لغير دول الخليج فياريت من الي يسوولهم اعلانات يتاكدون منهم ومن توصيلهم بعدين يعلنون لانه موقع كاذب وياريت الموقع يعالج هالمشكلة او يشيل التوصيل للعالم لان بضائع كلها مختلفة,False
710,بس ياليت يكون فيه السن الي من12-13 لأني ما القا بذات ماركت أدي داس,Rowida 22,2019-02-02 06:29:32,"{'id': 7131365, 'body': 'تعليقك هو شرف لنا و نحن دائما بالخدمة و شكرا', 'modified': '2019-02-02T23:36:57Z'}",5,وشكرا,False
711,الرياض,سلطان منير العتيبي,2019-03-05 20:46:36,"{'id': 7606638, 'body': 'مرحباً, نرجو منكم التواصل مع فريق الدعم عبر المحادثة المباشرة و تزويدهم برقم الطلبية و المنتجات التي قمتم باستلامها حتى نتمكن من التحقق و المساعدة على أكمل وجه وشكراً', 'modified': '2019-03-06T16:28:03Z'}",1,البضاعة ردية,False
712,):,Al3nood,2019-02-06 18:49:33,"{'id': 7202146, 'body': 'مرحبا, ممكن تتواصل معنا على البريد Service@namshi.com  و توضيح المعلومات التالية لنتمكن من المساعدة\xa0\nاصدار التطبيق المستخدم\xa0\nنوع وموديل الهاتف المستخدم\xa0\nاصدار نظام التشغيل بالهاتف\nاللغة المستخدمة والدولة\xa0\nالشبكة المستخدمة 3G /4G او wifi \nو شكرا', 'modified': '2019-02-07T23:40:48Z'}",1,يعلق صاير كثير وبطي,False
713,اللغه كيف اغيرها عربي,ابويرن,2019-02-03 23:56:45,"{'id': 7172062, 'body': 'هلا و الله يمكنك تغيير لغة الجوال لتتمكن من تغيير لغة التطبيق و شكرا', 'modified': '2019-02-05T22:45:21Z'}",1,ابويزن,False
714,ض,غصًظو صغفحصهظًظّ,2019-01-23 04:09:49,,5,"سلكاشا:1/172/(£نزظز
 ِصخفدسظضف0؟&ظ
 مهز",False
715,تعليق,rwannn1,2019-01-26 16:29:12,"{'id': 7028909, 'body': 'افا يالغالية ، صارلنا 7  سنوات نطور بالبرنامج ، وبالآخر  اسوء المواقع  ، شو اللي ازعجك ، مايردك الا لسانك ، وان شاء الله بنرضيك باللي نقدر عليه و نحن دائما بالخدمة فقط زويدنا برقم الطلب و رح انساعدك بشكل افضل و شكرا', 'modified': '2019-01-27T15:16:39Z'}",1,من اسوء المواقع اللي تحط الغلط فوق رأسك وتبتلش ماانصح فيه ابد,False
716,نمشي,FM22o,2019-01-16 10:47:33,"{'id': 6914556, 'body': 'شكرا لك هدفنا دائما رضاكي 💜', 'modified': '2019-01-19T14:09:48Z'}",5,اجمل برنامج للملابس بكل امانه 💜,False
717,شكوى,دلقثصيبداععفففف,2019-01-18 20:44:08,"{'id': 6914582, 'body': 'هلا يوفر نمشي منتجات أصلية 100% بأسعار مطابقة للسوق المحلي ناهيك عن خدمة التوصيل مجانا والاستبدال خلال 14 يوم  و  يمكنك الاشتراك بنشرة نمشي الاخبارية لتصلك افضل العروض و قسائم التخفيض على بريدك الالكتروني و شكرا', 'modified': '2019-01-19T14:15:26Z'}",1,رخصوا الاشياء,False
718,متجري المفضل,asma muhammed,2018-12-27 16:36:20,"{'id': 6581049, 'body': 'هذه شهادة نعتز بها من عميلة رائعة ❤️❤️', 'modified': '2018-12-27T23:02:00Z'}",5,نمشي هو متجري المفضل,False
719,العراق,حسن عمر,2019-01-10 18:47:00,"{'id': 6800203, 'body': 'مرحبا, للاسف حاليا لا يتوفر خدمة التوصيل الى العراق و سوف نقوم باعلامك في حال تم اجراء ذلك و شكرا', 'modified': '2019-01-12T08:14:46Z'}",3,برنامج جميل بس ليش ماحاطين العراق,False
720,👍,allawi sofia,2018-11-26 18:13:37,"{'id': 6536170, 'body': 'تعليقك هو شرف لنا و نحن دائما بالخدمة و شكرا', 'modified': '2018-12-24T22:18:03Z'}",4,جميل جداً .. متنوع .. دقة وسرعة في التوصيل,False
721,تغير للأسوأ,tah.kh,2018-12-26 09:31:35,"{'id': 6563737, 'body': 'هدفنا هو إرسال كل منتج من طلبك بحالة ممتازة ، وبالتالي فإننا نتأكد من اتباع عملية تحقيق الجودة المطلوبة قبل تسليمها إلى شركة الشحن.\u200e\u200e في بعض الأحيان ، يكون المنتج أو المقاس الذي قمت بشرائه هو آخر قطعة لدينا في المخازن، وأثناء فحص الجودة المعتاد،  لم تتوافق مع معايير الجودة المعتمدة. يرجى التحقق من البريد الإلكتروني لمتابعة أي تحديثات قد تتلقاها من نمشي بخصوص طلبك وأي مبالغ مستردة عند الاقتضاء.  و شكرا', 'modified': '2018-12-27T00:41:27Z'}",1,كنت أطلب منه فترة طويلة قرابة ٨ سنوات لكن فجأة تغير للأسوأ، صاروا يعتذرون عن توصيل أغلب المنتجات اللي طلبتها بحجة عدم توفرها بالرغم من وجودها في التطبيق وصاروا ياخذون المبلغ ويعتذرون عن استرداده بحجة أن البنك هو المسؤول عن ذلك!,False
722,لانه مافي عربي,Nona_q81,2018-12-26 02:40:24,"{'id': 6563726, 'body': 'هلا اختي التطبيق في عربي غيري لغة الجوال و رح يطلعك عربي و شكرا', 'modified': '2018-12-27T00:40:05Z'}",2,لانه مافي عربي,False
723,اريد ان احول البرنامج والفئات الي عربي ولا يمكنني,الارجا عدم وضع الاعلانات,2018-12-23 19:04:34,"{'id': 6536467, 'body': 'افا يالغالي ، صارلنا 7 سنوات نطور بالبرنامج ، وبالآخر فاشل ومزعج ، شو اللي ازعجك يالحبيب ، مايردك الا لسانك ، وان شاء الله بنرضيك باللي نقدر عليه .', 'modified': '2018-12-24T23:19:51Z'}",1,وانا لا اريد تقيمكم انتم أسوا برنامج,False
